일자,Hour,1005004000_velocity,1050003300_velocity,1050020400_velocity,1070000200_velocity,1070000500_velocity,1070001600_velocity,D-08 유입_traffic,D-08 유출_traffic,F-03 유입_traffic,F-04 유출_traffic,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
20220815,19,30.26,76.92,24.1,69.83,65.0,70.75,1706.0,1463.0,3224.0,2395.0,27.9,0.7,6.2,91.0,
20220815,20,28.21,59.25,18.43,57.58,53.25,64.75,1606.0,1352.0,2939.0,2472.0,27.7,0.0,6.1,91.0,
20220815,21,30.49,64.92,21.59,63.58,49.92,71.17,1544.0,1247.0,3034.0,2321.0,27.7,,5.2,89.0,
20220815,22,33.37,71.25,20.08,67.92,52.67,74.92,1295.0,1057.0,2561.0,1895.0,27.7,0.0,3.2,88.0,
20220815,23,32.73,70.17,23.62,69.75,51.33,78.33,986.0,854.0,1786.0,1522.0,27.3,0.2,2.8,91.0,
20220815,24,32.88,73.67,19.23,70.92,54.17,83.75,777.0,748.0,1456.0,1295.0,27.5,,2.2,85.0,
20220816,1,36.09,74.08,20.39,74.5,56.42,88.17,442.0,545.0,764.0,747.0,26.4,,3.5,85.0,
20220816,2,36.41,75.67,22.52,74.67,57.08,88.5,373.0,506.0,611.0,629.0,26.1,,2.5,87.0,
20220816,3,36.73,74.92,18.45,74.08,64.33,90.0,338.0,427.0,586.0,604.0,25.8,,2.8,88.0,
20220816,4,37.72,75.67,20.22,72.92,65.42,90.42,598.0,694.0,955.0,1071.0,25.3,0.0,3.0,88.0,
20220816,5,37.89,75.17,23.23,73.08,65.25,88.0,1197.0,1152.0,2372.0,2392.0,25.0,,2.9,87.0,
20220816,6,37.42,79.0,27.15,72.58,66.0,79.75,1809.0,1241.0,3670.0,2932.0,24.4,,3.3,88.0,
20220816,7,33.47,85.83,29.39,73.0,66.92,68.5,1643.0,1376.0,3915.0,2915.0,24.1,,2.6,84.0,
20220816,8,28.01,83.42,25.03,75.25,68.42,70.58,1994.0,1504.0,3617.0,2901.0,24.4,,1.5,84.0,
20220816,9,25.44,84.42,23.5,71.75,68.67,64.5,2051.0,1507.0,3567.0,2802.0,25.1,,2.6,81.0,
20220816,10,29.67,81.58,21.74,72.92,64.75,71.92,1780.0,1480.0,3631.0,2833.0,26.2,,2.5,73.0,
20220816,11,24.15,81.25,24.01,46.33,64.33,58.08,1829.0,1580.0,3485.0,2888.0,27.3,,2.5,70.0,
20220816,12,28.67,81.42,21.73,54.42,66.25,56.83,1794.0,1635.0,3619.0,2933.0,28.2,,2.4,67.0,
20220816,13,29.21,78.83,22.09,54.33,63.58,58.83,1770.0,1291.0,3634.0,2574.0,29.2,,2.8,63.0,
20220816,14,29.1,78.08,21.64,33.25,61.17,44.83,1823.0,1372.0,3545.0,2676.0,29.7,,2.9,64.0,
20220816,15,30.75,78.42,22.57,17.17,55.33,44.25,1833.0,1579.0,3572.0,2875.0,29.8,,4.1,62.0,
20220816,16,29.07,79.42,22.88,43.08,63.25,56.25,1910.0,1523.0,3744.0,2937.0,29.7,,3.0,62.0,
20220816,17,27.92,75.5,20.37,22.67,50.17,55.33,1961.0,1481.0,3746.0,2994.0,29.9,,3.0,61.0,
20220816,18,27.08,49.92,17.02,16.58,26.33,57.5,1913.0,1635.0,3620.0,2927.0,29.5,,2.4,61.0,
20220816,19,27.28,60.08,14.47,16.58,22.17,54.42,1840.0,1662.0,3643.0,2969.0,28.2,,2.1,65.0,
20220816,20,29.67,61.58,20.48,16.83,25.33,52.67,1784.0,1514.0,3532.0,2986.0,27.1,,1.9,66.0,
20220816,21,32.26,79.08,22.42,36.75,57.92,51.42,1710.0,1453.0,3531.0,2804.0,26.4,,1.8,73.0,
20220816,22,30.86,77.25,20.0,64.83,60.92,60.83,1421.0,1369.0,3107.0,2486.0,25.5,,1.6,77.0,
20220816,23,30.29,78.92,22.52,68.67,62.0,73.0,1075.0,1053.0,2355.0,1897.0,24.9,,1.2,81.0,
20220816,24,32.6,83.17,22.61,71.17,65.25,80.75,621.0,680.0,1131.0,1053.0,26.6,0.0,3.1,87.0,
20220817,1,36.08,87.08,20.01,74.58,65.75,86.0,500.0,722.0,1131.0,1061.0,24.3,,1.0,84.0,
20220817,2,35.97,83.42,20.25,73.67,65.75,89.58,445.0,608.0,878.0,851.0,23.8,,1.2,86.0,
20220817,3,37.34,83.92,20.32,76.33,65.17,90.0,409.0,533.0,798.0,824.0,23.5,,1.3,87.0,
20220817,4,38.89,83.58,24.31,75.5,67.0,91.25,649.0,749.0,1074.0,1201.0,23.2,,1.7,87.0,
20220817,5,36.9,82.08,24.37,72.42,65.42,86.83,1206.0,1232.0,2454.0,2446.0,23.0,,1.8,88.0,
20220817,6,34.13,82.25,23.83,73.33,65.83,74.75,1843.0,1255.0,3717.0,2893.0,22.9,,1.4,89.0,
20220817,7,33.46,85.75,20.44,56.25,66.33,46.42,1985.0,1372.0,3935.0,2990.0,23.0,,1.8,89.0,
20220817,8,32.88,83.5,23.02,71.25,66.17,61.33,1925.0,1588.0,3757.0,2920.0,24.6,,1.9,86.0,
20220817,9,25.23,84.0,23.63,73.58,68.08,65.33,1952.0,1558.0,3615.0,2826.0,25.9,,1.2,80.0,
20220817,10,25.36,82.17,26.01,69.33,64.17,65.83,1798.0,1531.0,3575.0,2590.0,26.4,,2.5,78.0,
20220817,11,23.86,78.58,21.18,41.17,64.67,57.83,1832.0,1507.0,3534.0,2774.0,27.8,,3.0,76.0,
20220817,12,28.93,79.33,21.23,30.33,64.17,47.83,1688.0,1442.0,3502.0,2823.0,28.8,,2.3,67.0,
20220817,13,30.29,80.33,24.85,38.08,62.58,48.58,1878.0,1545.0,3500.0,2886.0,30.1,,3.1,68.0,
20220817,14,27.0,78.83,24.79,60.75,66.08,54.42,1967.0,1531.0,3473.0,2801.0,30.2,,3.2,63.0,
20220817,15,27.25,77.25,22.91,55.5,63.58,52.5,1843.0,1572.0,3478.0,2854.0,28.4,0.0,2.2,70.0,
20220817,16,31.56,73.42,23.56,30.33,62.17,50.17,1805.0,1554.0,3576.0,2935.0,29.7,,2.9,67.0,
20220817,17,23.93,51.83,25.94,20.42,52.0,50.58,1573.0,1491.0,3591.0,3003.0,29.5,,3.1,63.0,
20220817,18,15.09,12.83,19.58,17.17,37.83,54.58,2077.0,1589.0,3192.0,3058.0,28.3,,3.0,67.0,
20220817,19,22.37,16.08,16.2,17.33,27.25,58.42,1892.0,1618.0,3551.0,2952.0,27.3,,2.6,67.0,
20220817,20,27.41,70.42,21.73,17.42,28.42,52.42,1822.0,1583.0,3677.0,2939.0,26.5,,1.7,72.0,
20220817,21,29.78,76.5,24.11,48.75,61.92,48.25,1678.0,1478.0,3357.0,2810.0,25.7,,1.5,75.0,
20220817,22,31.61,77.0,25.64,65.83,60.92,62.0,1375.0,1355.0,3002.0,2490.0,25.0,,2.2,77.0,
20220817,23,30.76,80.17,24.82,68.5,62.33,73.08,1066.0,1018.0,1967.0,1819.0,24.6,,2.7,76.0,
20220817,24,32.17,80.58,22.58,70.83,65.83,82.5,722.0,894.0,1574.0,1436.0,24.6,,1.1,83.0,
20220818,1,34.84,83.58,21.21,75.25,66.92,88.08,540.0,783.0,1031.0,1018.0,23.4,,2.2,82.0,
20220818,2,33.08,85.67,19.14,74.08,68.0,89.42,555.0,714.0,788.0,819.0,23.1,,2.0,84.0,
20220818,3,36.07,82.08,15.8,74.92,66.5,89.75,482.0,678.0,751.0,791.0,23.2,,1.9,84.0,
20220818,4,36.39,81.83,18.43,73.42,65.67,90.67,795.0,935.0,1141.0,1275.0,22.7,,2.1,87.0,
20220818,5,35.71,83.17,17.45,75.08,65.5,88.33,1303.0,1327.0,2475.0,2482.0,22.6,,1.5,87.0,
20220818,6,34.84,82.08,19.1,72.83,64.08,76.33,1848.0,1279.0,3585.0,2855.0,22.4,,1.9,88.0,
20220818,7,30.39,81.67,23.26,69.17,66.08,66.75,1910.0,1347.0,3544.0,2867.0,22.7,,2.0,89.0,
20220818,8,30.54,83.33,25.47,70.08,67.58,62.67,1946.0,1530.0,3654.0,2785.0,23.8,,2.2,86.0,
20220818,9,24.62,87.25,24.15,72.92,69.0,71.42,1980.0,1504.0,3203.0,2758.0,24.7,,2.5,82.0,
20220818,10,26.86,81.92,27.21,72.5,68.75,72.33,1831.0,1620.0,3178.0,2774.0,25.3,,0.8,77.0,
20220818,11,24.05,80.08,22.97,67.92,65.25,62.33,1908.0,1535.0,3510.0,2873.0,26.2,,1.2,72.0,
20220818,12,24.52,79.08,23.79,37.25,64.75,55.75,1754.0,1570.0,3461.0,2901.0,27.9,,0.8,67.0,
20220818,13,28.71,78.33,23.17,63.67,65.08,56.25,1860.0,1629.0,3509.0,2918.0,28.2,,1.4,66.0,
20220818,14,26.52,76.25,21.73,57.92,63.5,53.33,1951.0,1573.0,3410.0,2903.0,29.6,,2.0,61.0,
20220818,15,27.17,72.67,22.78,53.83,63.33,53.42,1879.0,1493.0,3458.0,2874.0,29.2,,2.6,61.0,
20220818,16,28.92,77.08,19.9,31.08,63.08,53.33,1913.0,1515.0,3524.0,2956.0,28.1,,3.7,66.0,
20220818,17,29.16,45.08,17.81,18.5,48.75,53.92,1946.0,1535.0,3575.0,3022.0,27.8,,3.2,66.0,
20220818,18,21.05,13.0,17.66,16.58,28.17,55.08,1669.0,1674.0,3573.0,3053.0,27.3,,2.4,68.0,
20220818,19,22.56,21.67,18.26,16.42,26.25,56.17,1935.0,1575.0,3643.0,2937.0,26.6,,2.3,72.0,
20220818,20,30.72,44.75,19.62,19.17,40.75,50.67,1739.0,1520.0,3632.0,2945.0,26.1,,2.1,74.0,
20220818,21,29.36,77.25,23.14,53.0,61.83,50.75,1730.0,1488.0,3338.0,2812.0,25.7,,1.6,75.0,
20220818,22,33.25,78.58,22.42,65.92,62.33,64.67,1508.0,1349.0,3246.0,2594.0,25.2,,1.6,76.0,
20220818,23,31.44,80.08,23.41,68.25,62.08,69.83,1170.0,1119.0,2347.0,2109.0,24.8,,0.9,78.0,
20220818,24,33.55,82.75,22.06,69.83,63.83,80.42,777.0,940.0,974.0,1186.0,24.1,,2.1,78.0,
20220819,1,35.35,85.25,20.23,73.92,64.58,87.83,567.0,759.0,1215.0,1107.0,23.9,,0.5,82.0,
20220819,2,35.02,87.33,20.62,74.5,66.42,88.92,469.0,641.0,874.0,883.0,23.8,,1.2,82.0,
20220819,3,36.19,86.5,19.81,76.42,65.92,90.33,420.0,620.0,870.0,887.0,23.7,,1.4,84.0,
20220819,4,37.4,82.92,17.82,75.5,65.33,90.92,616.0,775.0,1187.0,1277.0,23.3,,0.7,85.0,
20220819,5,40.91,81.25,14.18,73.92,64.83,87.08,1254.0,1293.0,2465.0,2471.0,23.6,,1.4,85.0,
20220819,6,34.83,82.58,17.71,71.17,64.67,74.92,1843.0,1300.0,3589.0,2955.0,23.8,,1.9,84.0,
20220819,7,32.46,84.25,24.18,71.0,65.75,67.67,1949.0,1401.0,3823.0,3019.0,24.0,,1.5,82.0,
20220819,8,28.84,84.08,24.38,70.58,66.58,66.25,2099.0,1604.0,3737.0,2828.0,24.5,,1.9,80.0,
20220819,9,27.7,84.58,22.09,72.0,67.58,70.75,1868.0,1591.0,3525.0,2897.0,25.5,,2.0,78.0,
20220819,10,26.41,80.42,22.61,69.42,65.83,62.17,1696.0,1652.0,3512.0,2691.0,26.3,,3.1,71.0,
20220819,11,21.9,80.92,18.2,69.75,73.67,60.58,1918.0,1700.0,3479.0,2895.0,26.6,,2.6,73.0,
20220819,12,24.2,80.33,20.36,60.0,65.83,52.67,1713.0,1474.0,3552.0,2772.0,26.8,,3.2,75.0,
20220819,13,29.0,76.33,21.39,26.0,59.08,51.08,1856.0,1518.0,3517.0,2903.0,26.6,0.0,3.0,79.0,
20220819,14,26.73,75.33,19.86,36.33,62.92,55.33,1902.0,1656.0,3039.0,2684.0,27.0,0.0,2.8,81.0,
20220819,15,26.45,75.0,18.88,58.42,63.58,49.42,1760.0,1446.0,3429.0,2411.0,27.2,0.0,2.7,82.0,
20220819,16,24.45,50.08,21.25,23.92,47.58,41.42,1012.0,1314.0,2947.0,2408.0,26.7,18.8,2.8,92.0,
20220819,17,13.28,13.25,20.24,14.92,45.25,40.08,1291.0,1297.0,3619.0,2745.0,26.4,40.7,3.2,98.0,
20220819,18,16.25,13.25,18.45,16.67,34.42,46.42,1532.0,1527.0,3482.0,2720.0,26.7,3.1,5.3,96.0,
20220819,19,13.95,11.0,18.84,15.08,24.67,42.25,1865.0,1542.0,3659.0,2850.0,26.9,0.0,3.6,94.0,
20220819,20,20.26,13.0,20.24,16.08,24.75,47.25,1616.0,1444.0,3692.0,2729.0,27.0,2.5,2.9,96.0,
20220819,21,30.1,60.67,20.21,15.42,26.08,44.58,1521.0,1396.0,3653.0,2785.0,27.1,0.1,2.7,95.0,
20220819,22,31.72,59.5,20.27,20.5,44.17,47.08,1433.0,1342.0,3585.0,2762.0,27.1,0.0,2.2,94.0,
20220819,23,32.48,60.17,27.67,52.33,51.42,49.83,1099.0,1089.0,2774.0,2070.0,27.0,0.7,2.1,94.0,
20220819,24,32.46,59.67,23.76,62.17,42.67,73.67,821.0,985.0,1661.0,1578.0,24.4,,1.9,81.0,
20220820,1,35.01,62.33,23.99,57.92,33.67,79.33,546.0,767.0,1461.0,1248.0,26.6,0.0,2.8,95.0,
20220820,2,36.17,64.33,20.12,59.83,37.75,84.75,532.0,641.0,1152.0,949.0,26.3,0.0,3.2,95.0,
20220820,3,35.22,67.58,16.43,62.58,45.83,88.08,491.0,609.0,984.0,943.0,26.2,,2.4,95.0,
20220820,4,35.55,70.58,15.96,65.0,46.92,89.75,592.0,757.0,1314.0,1355.0,26.0,,2.4,95.0,
20220820,5,37.71,76.0,18.01,70.5,52.42,87.0,1007.0,1214.0,2412.0,2572.0,26.0,,2.0,94.0,
20220820,6,36.16,73.92,23.91,70.08,54.75,71.33,1454.0,1232.0,3281.0,2866.0,25.8,,2.4,95.0,
20220820,7,35.24,81.92,23.16,48.75,64.42,54.58,1629.0,1232.0,3199.0,2919.0,25.7,,2.9,92.0,
20220820,8,36.75,82.5,22.87,55.92,63.42,58.0,1952.0,1251.0,3593.0,2931.0,25.9,,2.6,88.0,
20220820,9,31.39,81.0,23.36,31.67,64.42,56.58,2012.0,1385.0,3539.0,2880.0,26.7,,1.9,83.0,
20220820,10,30.04,79.75,24.0,43.75,64.0,57.33,1652.0,1482.0,3473.0,2701.0,27.5,,2.1,79.0,
20220820,11,23.39,80.17,24.42,39.67,66.17,41.0,1662.0,1691.0,3526.0,2519.0,28.3,,1.2,80.0,
20220820,12,25.95,80.5,24.07,23.0,61.33,34.92,1754.0,1496.0,3491.0,2526.0,29.6,,2.1,71.0,
20220820,13,27.92,80.25,21.58,27.25,62.08,32.58,1741.0,1566.0,3434.0,2651.0,31.0,,2.4,69.0,
20220820,14,22.67,80.83,24.03,54.25,67.08,42.33,1852.0,1560.0,3399.0,2648.0,31.7,,2.3,64.0,
20220820,15,23.81,84.25,22.86,34.5,66.5,38.33,1823.0,1695.0,3464.0,2738.0,31.8,,2.6,64.0,
20220820,16,24.68,82.58,22.99,54.33,65.42,49.0,1808.0,1614.0,3491.0,2818.0,31.6,,3.4,65.0,
20220820,17,27.34,71.92,22.86,37.58,64.67,54.25,1282.0,1568.0,3503.0,2848.0,31.5,,2.9,64.0,
20220820,18,16.05,37.83,25.28,28.08,64.08,55.83,1173.0,1555.0,3489.0,2758.0,30.8,,2.5,69.0,
20220820,19,9.29,7.67,26.04,46.67,63.08,55.42,1744.0,1603.0,3428.0,2782.0,29.6,,3.0,72.0,
20220820,20,12.52,61.83,22.62,63.5,61.58,50.33,1699.0,1532.0,3269.0,2633.0,28.6,,2.1,76.0,
20220820,21,29.04,74.92,22.17,65.17,61.42,69.17,1646.0,1477.0,3386.0,2703.0,27.9,,1.5,79.0,
20220820,22,30.78,75.5,23.23,67.08,63.25,66.0,1493.0,1282.0,3281.0,2581.0,27.5,,0.7,81.0,
20220820,23,29.73,76.0,19.48,66.5,60.25,69.08,1074.0,1146.0,2596.0,2162.0,27.2,,0.4,81.0,
20220820,24,34.43,83.75,19.47,69.42,64.0,78.42,764.0,902.0,2025.0,1605.0,26.8,0.2,2.8,95.0,
20220821,1,34.49,84.92,20.13,72.92,66.0,85.17,620.0,797.0,1449.0,1229.0,26.8,,0.4,83.0,
20220821,2,35.86,87.5,16.53,73.33,65.75,88.08,448.0,710.0,1048.0,938.0,26.7,,1.1,85.0,
20220821,3,35.68,87.33,14.61,72.0,64.67,91.92,397.0,591.0,813.0,756.0,26.3,,1.1,85.0,
20220821,4,36.46,83.0,15.65,73.42,65.67,91.5,397.0,547.0,1002.0,964.0,25.5,,2.2,82.0,
20220821,5,36.75,84.08,18.89,72.75,65.58,90.83,619.0,830.0,1598.0,1818.0,25.1,,1.4,83.0,
20220821,6,39.05,82.75,21.32,72.75,64.67,83.75,942.0,1119.0,2188.0,2302.0,24.9,,1.5,85.0,
20220821,7,36.78,87.25,21.15,73.42,66.75,80.92,1219.0,1168.0,2459.0,2569.0,24.8,,2.6,84.0,
20220821,8,39.54,84.92,22.4,72.67,65.67,76.92,1651.0,1412.0,3019.0,2816.0,25.6,,2.4,82.0,
20220821,9,39.14,81.42,23.62,71.67,64.67,70.17,1909.0,1362.0,3417.0,2892.0,26.2,,1.3,82.0,
20220821,10,33.12,84.58,26.04,39.58,64.0,59.17,1969.0,1448.0,3559.0,2822.0,27.3,,0.6,78.0,
20220821,11,29.33,81.92,22.54,49.17,65.17,58.58,1849.0,1510.0,3482.0,2850.0,29.1,,2.2,76.0,
20220821,12,30.09,80.75,24.8,63.42,66.75,57.33,1900.0,1610.0,3538.0,2845.0,30.2,,1.9,70.0,
20220821,13,30.11,78.92,24.98,56.67,62.83,55.58,1964.0,1554.0,3488.0,2853.0,30.4,,1.3,66.0,
20220821,14,31.92,81.58,23.02,60.92,64.42,54.5,1895.0,1522.0,3443.0,2784.0,31.3,,1.5,63.0,
20220821,15,30.51,80.17,22.38,52.0,64.67,55.25,1878.0,1745.0,3366.0,2905.0,31.2,,2.3,61.0,
20220821,16,27.84,82.0,20.68,67.08,65.5,55.25,1746.0,1673.0,3319.0,2844.0,31.5,,3.0,63.0,
20220821,17,31.06,75.92,18.17,61.67,65.08,52.92,1890.0,1715.0,3377.0,2833.0,31.8,,2.4,60.0,
20220821,18,24.38,72.33,18.79,71.83,65.92,65.83,1823.0,1537.0,3357.0,2775.0,30.9,,2.5,63.0,
20220821,19,25.36,79.42,21.67,69.83,63.92,64.0,1660.0,1462.0,3153.0,2615.0,29.5,,2.6,65.0,
20220821,20,33.15,81.25,20.4,68.42,63.67,69.75,1717.0,1420.0,3368.0,2676.0,28.6,,2.8,69.0,
20220821,21,31.11,77.42,19.74,65.08,60.0,68.33,1663.0,1349.0,3384.0,2597.0,28.1,,2.0,75.0,
20220821,22,30.74,78.0,23.41,66.33,61.08,70.5,1500.0,1137.0,3090.0,2340.0,27.9,,0.4,78.0,
20220821,23,32.39,79.25,17.59,67.33,63.08,72.58,1210.0,1009.0,2129.0,1850.0,27.4,,1.0,79.0,
20220821,24,31.29,83.58,17.63,70.92,64.08,82.42,813.0,1015.0,1876.0,1636.0,26.9,,0.9,84.0,
20220822,1,37.51,87.58,19.61,73.33,65.67,87.25,459.0,546.0,1003.0,894.0,26.8,,0.7,83.0,
20220822,2,33.54,85.5,18.87,73.25,66.83,92.0,369.0,499.0,625.0,680.0,26.3,,0.9,84.0,
20220822,3,37.86,86.5,17.69,73.5,64.67,91.83,432.0,537.0,633.0,678.0,25.9,,1.2,81.0,
20220822,4,37.87,84.17,22.94,73.5,67.67,89.17,759.0,917.0,1052.0,1230.0,25.7,,1.5,83.0,
20220822,5,37.53,82.5,25.57,72.33,65.17,86.33,1264.0,1248.0,2683.0,2577.0,25.6,,1.3,82.0,
20220822,6,38.52,82.5,24.81,71.5,63.58,70.42,1955.0,986.0,3487.0,2442.0,25.5,,1.8,82.0,
20220822,7,32.86,85.58,27.27,17.75,60.08,30.83,1780.0,1408.0,3922.0,2920.0,25.7,,2.5,84.0,
20220822,8,27.94,83.67,27.72,65.58,69.5,63.58,2039.0,1621.0,3703.0,2777.0,26.2,,2.3,83.0,
20220822,9,26.36,83.83,24.14,72.17,69.58,67.0,1922.0,1529.0,3487.0,2378.0,26.6,,2.8,81.0,
20220822,10,22.22,84.83,23.89,71.75,34.5,76.83,1728.0,1687.0,3260.0,2541.0,27.6,,3.0,76.0,
20220822,11,21.48,81.0,21.2,58.83,34.25,71.83,1915.0,1410.0,3625.0,2725.0,28.7,,2.7,73.0,
20220822,12,26.69,81.0,20.95,31.42,61.67,56.5,1812.0,1470.0,3555.0,2817.0,28.9,,3.0,70.0,
20220822,13,25.2,79.75,21.72,23.42,61.92,55.58,1869.0,1425.0,3529.0,2767.0,29.3,,2.4,68.0,
20220822,14,27.31,77.75,22.3,30.5,65.42,54.33,1862.0,1595.0,3502.0,2904.0,30.2,,2.7,65.0,
20220822,15,26.94,79.58,22.18,59.67,66.67,52.5,1877.0,1528.0,3561.0,2887.0,29.5,,2.8,65.0,
20220822,16,29.04,77.25,24.35,31.92,60.08,55.92,1915.0,1553.0,3591.0,2956.0,29.5,0.0,4.0,65.0,
20220822,17,27.7,72.5,22.96,17.83,50.42,57.08,1860.0,1589.0,3684.0,2838.0,28.6,,3.6,61.0,
20220822,18,21.47,19.58,20.65,15.5,32.0,41.5,2010.0,1700.0,3554.0,2944.0,28.1,,3.2,63.0,
20220822,19,22.51,15.58,23.23,16.25,25.5,53.08,1939.0,1484.0,3577.0,2940.0,27.6,,3.3,70.0,
20220822,20,27.7,70.58,24.59,20.67,43.42,50.58,1809.0,1489.0,3451.0,2746.0,27.3,,2.2,72.0,
20220822,21,30.42,77.17,26.14,64.58,62.5,64.08,1606.0,1380.0,3299.0,2581.0,27.0,,2.4,76.0,
20220822,22,32.12,78.5,23.75,66.17,61.42,71.08,1418.0,1422.0,2950.0,2417.0,24.6,1.3,3.1,75.0,
20220822,23,29.5,64.75,19.04,59.67,63.92,64.67,1046.0,1049.0,2322.0,1783.0,23.0,1.9,1.6,88.0,
20220822,24,31.99,63.58,21.76,60.17,80.0,78.58,763.0,792.0,1319.0,1234.0,27.1,,1.5,81.0,
20220823,1,35.77,70.92,17.01,71.33,80.0,86.0,464.0,707.0,973.0,985.0,23.1,0.0,0.7,88.0,
20220823,2,35.68,71.5,16.01,73.25,80.0,87.33,441.0,612.0,745.0,750.0,23.2,0.0,0.5,88.0,
20220823,3,37.77,75.25,17.94,73.33,80.0,90.5,373.0,525.0,700.0,748.0,23.1,0.0,2.1,91.0,
20220823,4,36.41,74.25,18.74,71.5,80.0,91.33,642.0,707.0,1086.0,1097.0,23.0,0.1,2.1,93.0,
20220823,5,37.23,63.58,25.01,62.42,80.0,82.33,1232.0,1244.0,2377.0,2413.0,22.5,0.8,1.8,95.0,
20220823,6,36.3,50.33,21.42,62.5,80.0,67.83,1817.0,1184.0,3434.0,2708.0,22.4,0.9,1.8,96.0,
20220823,7,30.31,75.58,22.8,56.75,61.0,47.08,1953.0,1377.0,3815.0,2830.0,22.6,0.4,1.8,95.0,
20220823,8,29.82,78.33,23.68,65.08,65.67,52.67,1935.0,1593.0,3649.0,2705.0,22.9,0.0,1.4,94.0,
20220823,9,25.13,84.67,26.85,70.75,67.58,68.08,1906.0,1540.0,3633.0,2617.0,23.7,,1.3,91.0,
20220823,10,23.9,79.42,26.21,62.83,66.92,71.58,1759.0,1578.0,3591.0,2688.0,24.8,,1.3,87.0,
20220823,11,21.87,78.83,22.73,28.33,62.0,63.5,1763.0,1542.0,3652.0,2862.0,25.8,,1.4,83.0,
20220823,12,21.12,76.75,19.53,54.25,63.5,56.17,1646.0,1573.0,3566.0,2918.0,27.2,,2.1,76.0,
20220823,13,24.01,75.42,20.98,47.75,62.17,57.75,1859.0,1446.0,3473.0,2900.0,28.1,,3.3,65.0,
20220823,14,28.5,76.0,20.17,42.58,63.33,55.0,1816.0,1514.0,3543.0,2826.0,28.9,,3.1,60.0,
20220823,15,27.0,79.83,19.17,35.08,63.67,53.17,1800.0,1553.0,3641.0,2860.0,29.8,,2.7,54.0,
20220823,16,30.69,79.67,23.34,27.67,59.75,55.75,1882.0,1550.0,3698.0,2949.0,30.0,,2.8,60.0,
20220823,17,24.68,60.67,23.9,19.25,57.75,56.58,1916.0,1574.0,3891.0,3027.0,29.5,,3.4,60.0,
20220823,18,20.84,33.83,22.48,17.5,32.42,57.67,1719.0,1693.0,3903.0,3006.0,28.8,,2.9,57.0,
20220823,19,17.42,57.58,21.06,19.67,28.33,58.25,1921.0,1550.0,3649.0,2943.0,27.3,,3.5,57.0,
20220823,20,24.78,75.42,20.56,20.33,38.08,53.75,1780.0,1469.0,3655.0,2891.0,26.1,,3.9,65.0,
20220823,21,27.79,75.92,20.54,46.33,59.75,49.33,1624.0,1457.0,3304.0,2720.0,25.2,,3.1,65.0,
20220823,22,31.3,77.25,20.87,66.75,61.92,71.17,1434.0,1433.0,3115.0,2672.0,24.2,,1.3,68.0,
20220823,23,29.74,79.58,22.45,67.92,61.75,71.58,1057.0,1147.0,2461.0,2055.0,23.5,,0.1,70.0,
20220823,24,32.17,84.17,20.36,71.25,64.92,81.33,691.0,859.0,1471.0,1387.0,23.0,0.0,0.7,87.0,
20220824,1,36.17,83.0,20.84,72.67,63.67,86.92,519.0,773.0,1134.0,1097.0,22.7,,1.9,74.0,
20220824,2,38.46,85.33,17.51,73.33,65.0,90.58,463.0,672.0,851.0,861.0,22.6,,1.8,74.0,
20220824,3,35.18,85.75,16.78,74.08,65.58,90.08,396.0,556.0,764.0,783.0,22.7,,2.6,72.0,
20220824,4,39.45,82.5,20.34,77.25,65.25,90.08,644.0,766.0,1116.0,1238.0,22.5,,2.6,71.0,
20220824,5,40.95,82.33,21.98,73.5,65.42,86.75,1180.0,1268.0,2480.0,2422.0,22.4,,2.6,68.0,
20220824,6,37.08,83.0,23.46,70.75,64.33,76.25,1875.0,1187.0,3770.0,2909.0,22.4,,3.1,69.0,
20220824,7,34.38,82.42,24.16,58.33,65.17,55.83,2017.0,1375.0,3843.0,2839.0,22.6,,2.7,69.0,
20220824,8,34.86,83.67,22.67,72.83,67.75,70.58,1572.0,1641.0,3745.0,2784.0,23.8,,3.9,66.0,
20220824,9,26.56,84.67,25.82,70.75,67.08,69.08,1167.0,1558.0,3634.0,2895.0,24.7,,3.7,66.0,
20220824,10,19.66,83.83,23.02,69.67,64.5,66.58,1181.0,1679.0,3532.0,2761.0,26.0,,4.2,65.0,
20220824,11,19.64,80.92,20.75,61.92,64.67,47.17,1068.0,1693.0,3543.0,2803.0,26.7,,3.2,63.0,
20220824,12,16.72,79.83,19.98,62.83,66.83,60.58,1357.0,1726.0,3319.0,2833.0,27.7,,2.2,61.0,
20220824,13,15.07,78.83,19.86,68.42,66.08,64.67,1510.0,1721.0,3502.0,2911.0,27.6,,2.9,61.0,
20220824,14,19.63,76.83,22.78,60.42,63.25,56.33,1379.0,1814.0,3522.0,2865.0,27.1,,1.4,62.0,
20220824,15,25.38,76.92,22.28,69.92,67.92,61.83,1382.0,1754.0,3487.0,2930.0,26.6,,2.0,65.0,
20220824,16,19.98,76.5,22.44,46.92,60.0,55.17,1257.0,1532.0,3628.0,2975.0,26.3,,2.4,64.0,
20220824,17,17.87,75.17,21.31,23.25,65.67,53.58,1800.0,1624.0,3631.0,3062.0,26.9,,1.6,61.0,
20220824,18,17.09,21.42,21.16,18.42,37.25,55.25,1775.0,1782.0,3634.0,3068.0,26.2,,2.5,63.0,
20220824,19,23.31,37.58,22.72,17.25,24.67,56.25,1895.0,1582.0,3713.0,2913.0,25.5,,2.9,63.0,
